id;plz;ortsteil;strasse;hausnummer;baumnummer;baumart;pflanzjahr
2809;14165;Zehlendorf;"Neuruppiner Straße";"ggü 37";R0172;"Corylus colurna";2020
2812;14165;Zehlendorf;"Neuruppiner Straße";"ggü 49";R0235;"Corylus colurna";2022
2815;14165;Zehlendorf;"Neuruppiner Straße";"ggü 51";R0248;"Corylus colurna";2022
2818;14165;Zehlendorf;"Neuruppiner Straße";"ggü 57";R0292;"Corylus colurna";2020
2821;14165;Zehlendorf;"Neuruppiner Straße";"ggü 79";R0432;"Corylus colurna";2022
2824;14165;Zehlendorf;"Neuruppiner Straße";"ggü 81";R0448;"Corylus colurna";2020
2827;14165;Zehlendorf;"Neuruppiner Straße";Park;L0036;"Corylus colurna";2021
2830;14165;Zehlendorf;"Neuruppiner Straße";Park;L0036;"Corylus colurna";2022
2833;14165;Zehlendorf;"Neuruppiner Straße";Park;L0050;"Corylus colurna";2021
2836;14165;Zehlendorf;"Neuruppiner Straße";Park;L0050;"Corylus colurna";2022
2839;14165;Zehlendorf;"Neuruppiner Straße";Park;R0063;"Prunus avium 'Plena'";2021
2842;14165;Zehlendorf;"Neuruppiner Straße";Park;R0069;"Prunus avium 'Plena'";2021
2845;14165;Zehlendorf;"Neuruppiner Straße";Park;R0069;"Prunus avium 'Plena'";2022
2848;14165;Zehlendorf;"Neuruppiner Straße";Park;R0063;"Prunus avium 'Plena'";2022
2851;14165;Zehlendorf;"Neuruppiner Straße";;R0094;"Corylus colurna";2020
2854;14165;Zehlendorf;Nieritzweg;"63 B";C0170;"Prunus serrulata 'Kanzan'";2021
2857;14165;Zehlendorf;Nieritzweg;"Höhe Hans-Böhm-Zeile";D0176;"Prunus serrulata 'Kanzan'";2021
2860;14165;Zehlendorf;Nieritzweg;;C0177;"Prunus serrulata 'Kanzan'";2021
2863;14165;Zehlendorf;Pfarrlandstraße;13;L0205;"Carpinus betulus 'Fastigiata'";2021
2866;14165;Zehlendorf;Pfarrlandstraße;15;L0225;"Carpinus betulus 'Fastigiata'";2021
2869;14165;Zehlendorf;Pfarrlandstraße;29;L0376;"Carpinus betulus 'Fastigiata'";2021
2872;14165;Zehlendorf;Pfarrlandstraße;11B;L0188;"Carpinus betulus 'Fastigiata'";2021
2875;14165;Zehlendorf;Pfarrlandstraße;3/3A;L0097;"Carpinus betulus 'Fastigiata'";2021
2878;14165;Zehlendorf;Ribeckweg;12;R0129;"Gleditsia triacanthos 'Sunburst'";2022
2881;14165;Zehlendorf;Ribeckweg;23;L0255;"Gleditsia triacanthos 'Sunburst'";2022
2884;14165;Zehlendorf;Ribeckweg;26;R0228;"Gleditsia triacanthos 'Sunburst'";2022
2887;14165;Zehlendorf;Sachtlebenstraße;4;R0075;"Ulmus Resista (R) 'New Horizon'";2021
2890;14165;Zehlendorf;Sachtlebenstraße;7;L0250;"Ulmus Resista (R) 'New Horizon'";2021
2893;14165;Zehlendorf;Sachtlebenstraße;10;R0209;"Ulmus Resista (R) 'New Horizon'";2021
2896;14165;Zehlendorf;Sachtlebenstraße;20;R0404;"Ulmus Resista (R) 'New Horizon'";2021
2899;14165;Zehlendorf;Sachtlebenstraße;8A;R0188;"Ulmus Resista (R) 'New Horizon'";2021
2902;14165;Zehlendorf;Sachtlebenstraße;"ggü 31";R0633;"Ulmus Resista (R) 'New Horizon'";2021
2905;14165;Zehlendorf;Sachtlebenstraße;"ggü 35";R0739;"Ulmus Resista (R) 'New Horizon'";2021
2908;14165;Zehlendorf;Sachtlebenstraße;"ggü 37";R0769;"Ulmus Resista (R) 'New Horizon'";2021
2911;14165;Zehlendorf;Sachtlebenstraße;"ggü 37 A";R0791;"Ulmus Resista (R) 'New Horizon'";2021
2914;14165;Zehlendorf;Sachtlebenstraße;"ggü 8";L0157;"Ulmus Resista (R) 'New Horizon'";2021
2917;14165;Zehlendorf;Sachtlebenstraße;ggü29;R0566;"Ulmus Resista (R) 'New Horizon'";2021
2920;14165;Zehlendorf;Sachtlebenstraße;Gründreieck;L0112;"Zelkova serrata 'Green Vase'";2021
2923;14165;Zehlendorf;Sachtlebenstraße;Park;R0478;"Ulmus Resista (R) 'New Horizon'";2021
2926;14167;Zehlendorf;Hammerstraße;4;L0082;"Prunus avium 'Plena'";2020
2929;14167;Zehlendorf;Hammerstraße;36;L0540;"Prunus avium 'Plena'";2020
2932;14167;Zehlendorf;Hammerstraße;46;L0635;"Prunus avium 'Plena'";2020
2935;14167;Zehlendorf;Hammerstraße;52;L0702;"Prunus avium 'Plena'";2020
2938;14167;Zehlendorf;Hammerstraße;54;L0738;"Prunus avium 'Plena'";2020
2941;14167;Zehlendorf;Hammerstraße;"neben 62";L0807;"Prunus avium 'Plena'";2020
2944;14167;Zehlendorf;Hampsteadstraße;11;L0144;"Tilia cordata 'Greenspire'";2021
2947;14167;Zehlendorf;Hampsteadstraße;25;L0352;"Tilia cordata 'Greenspire'";2021
2950;14167;Zehlendorf;Hampsteadstraße;53;L0685;"Tilia cordata 'Greenspire'";2021
2953;14167;Zehlendorf;Hampsteadstraße;55;L0704;"Tilia cordata 'Greenspire'";2021
2956;14167;Zehlendorf;Hampsteadstraße;55;L0713;"Tilia cordata 'Greenspire'";2021
2959;14167;Zehlendorf;Hampsteadstraße;55;L0882;"Tilia cordata 'Greenspire'";2021
2962;14167;Zehlendorf;Hampsteadstraße;57;L0723;"Tilia cordata 'Greenspire'";2021
2965;14167;Zehlendorf;Hampsteadstraße;57;L0733;"Tilia cordata 'Greenspire'";2021
2968;14167;Zehlendorf;Hampsteadstraße;"neben 63";L0854;"Tilia cordata 'Greenspire'";2021
2971;14167;Zehlendorf;"Knesebeckstraße (Zehlendorf)";12;L0350;"Gleditsia triacanthos 'Sunburst'";2021
2974;14167;Zehlendorf;"Knesebeckstraße (Zehlendorf)";54;R0258;"Gleditsia triacanthos 'Sunburst'";2021
2977;14167;Zehlendorf;"Knesebeckstraße (Zehlendorf)";"16 a";L0388;"Gleditsia triacanthos 'Sunburst'";2021
2980;14167;Zehlendorf;"Knesebeckstraße (Zehlendorf)";5a;R0141;"Gleditsia triacanthos 'Sunburst'";2021
2983;14167;Zehlendorf;"Knesebeckstraße (Zehlendorf)";"Ecke Seehofstr";R0244;"Gleditsia triacanthos 'Sunburst'";2021
2986;14167;Zehlendorf;"Knesebeckstraße (Zehlendorf)";"Ecke Seehofstr41";L0214;"Gleditsia triacanthos 'Sunburst'";2021
2989;14167;Zehlendorf;"Knesebeckstraße (Zehlendorf)";"ggü 9b";L0280;"Gleditsia triacanthos 'Sunburst'";2021
2992;14167;Zehlendorf;"Knesebeckstraße (Zehlendorf)";;R0135;"Gleditsia triacanthos 'Sunburst'";2021
2995;14167;Zehlendorf;Mühlenstraße;16;L0525;"Liquidambar styraciflua 'Worplesdon'";2022
2998;14167;Zehlendorf;"Mühlenstraße (Zehlendorf)";3;R0092;"Liquidambar styraciflua 'Worplesdon'";2021
3001;14167;Zehlendorf;"Mühlenstraße (Zehlendorf)";19;R0604;"Alnus spaethii";2021
3004;14167;Zehlendorf;"Mühlenstraße (Zehlendorf)";21;R0616;"Liquidambar styraciflua 'Worplesdon'";2021
3007;14167;Zehlendorf;"Mühlenstraße (Zehlendorf)";23;R0682;"Alnus spaethii";2021
3010;14167;Zehlendorf;"Mühlenstraße (Zehlendorf)";24;L0736;"Alnus spaethii";2021
3013;14167;Zehlendorf;"Mühlenstraße (Zehlendorf)";26;L0759;"Liquidambar styraciflua 'Worplesdon'";2021
3016;14167;Zehlendorf;"Mühlenstraße (Zehlendorf)";34;L0894;"Alnus spaethii";2021
3019;14167;Zehlendorf;"Mühlenstraße (Zehlendorf)";35;R0849;"Alnus spaethii";2021
3022;14167;Zehlendorf;"Mühlenstraße (Zehlendorf)";39;R0920;"Liquidambar styraciflua 'Worplesdon'";2021
3025;14167;Zehlendorf;"Mühlenstraße (Zehlendorf)";47;R1131;"Alnus spaethii";2021
3028;14167;Zehlendorf;"Mühlenstraße (Zehlendorf)";48;L1144;"Liquidambar styraciflua 'Worplesdon'";2021
3031;14167;Zehlendorf;"Mühlenstraße (Zehlendorf)";13/13A;R0416;"Liquidambar styraciflua 'Worplesdon'";2021
3034;14167;Zehlendorf;"Mühlenstraße (Zehlendorf)";17b;R0580;"Liquidambar styraciflua 'Worplesdon'";2021
3037;14167;Zehlendorf;"Mühlenstraße (Zehlendorf)";32c;L0877;"Liquidambar styraciflua 'Worplesdon'";2021
3040;14167;Zehlendorf;"Mühlenstraße (Zehlendorf)";38B;L1041;"Liquidambar styraciflua 'Worplesdon'";2021
3043;14167;Zehlendorf;"Mühlenstraße (Zehlendorf)";"ggü 38b";R1040;"Alnus spaethii";2021
3046;14167;Zehlendorf;"Mühlenstraße (Zehlendorf)";"ggü 40";R1057;"Liquidambar styraciflua 'Worplesdon'";2021
3049;14167;Zehlendorf;"Mühlenstraße (Zehlendorf)";"ggü 6";R0108;"Liquidambar styraciflua 'Worplesdon'";2021
3052;14167;Zehlendorf;Nienkemperstraße;6;L0107;"Prunus avium 'Plena'";2022
3055;14167;Zehlendorf;Nienkemperstraße;41;R0571;"Prunus avium 'Plena'";2022
3058;14167;Zehlendorf;Nienkemperstraße;44;L0572;"Prunus avium 'Plena'";2022
3061;14167;Zehlendorf;Nienkemperstraße;25b;R0305;"Prunus avium 'Plena'";2022
3064;14167;Zehlendorf;Nienkemperstraße;44c;L0601;"Prunus avium 'Plena'";2022
3067;14167;Zehlendorf;"Stubenrauchstraße (Zehlendorf)";24;L0359;"Betula papyrifera";2021
3070;14167;Zehlendorf;"Stubenrauchstraße (Zehlendorf)";34;L0519;"Betula papyrifera";2021
3073;14167;Zehlendorf;"Stubenrauchstraße (Zehlendorf)";48;L0658;"Betula papyrifera";2021
3076;14167;Zehlendorf;"Stubenrauchstraße (Zehlendorf)";30a;L0446;"Betula papyrifera";2021
3079;14167;Zehlendorf;"Stubenrauchstraße (Zehlendorf)";46a;L0631;"Betula papyrifera";2021
3082;14169;Zehlendorf;"Am Fischtal";24;L0220;"Ulmus Resista (R) 'Rebona'";2021
3085;14169;Zehlendorf;"Am Fischtal";49;R0361;"Ulmus Resista (R) 'Rebona'";2021
3088;14169;Zehlendorf;"Am Fischtal";54;L0397;"Ulmus Resista (R) 'Rebona'";2021
3091;14169;Zehlendorf;"Am Fischtal";65;R0539;"Ulmus Resista (R) 'Rebona'";2021
3094;14169;Zehlendorf;"Am Fischtal";66;R0528;"Ulmus Resista (R) 'Rebona'";2021
3097;14169;Zehlendorf;"Am Fischtal";71;R0616;"Ulmus Resista (R) 'Rebona'";2021
3100;14169;Zehlendorf;"Am Fischtal";86;L0741;"Betula pendula";2022
3103;14169;Zehlendorf;"Am Fischtal";93;R0765;"Ulmus Resista (R) 'Rebona'";2021
3106;14169;Zehlendorf;"Am Fischtal";17a;R0121;"Ulmus Resista (R) 'Rebona'";2021
3109;14169;Zehlendorf;"Am Fischtal";"72 B";L0639;"Betula pendula";2020
3112;14169;Zehlendorf;"Am Fischtal";"Ecke Onkel-Tom-Str.";L0797;"Ulmus Resista (R) 'Rebona'";2021
3115;14169;Zehlendorf;"Am Fischtal";"Ecke Riemeister";R0425;"Ulmus Resista (R) 'Rebona'";2021
3118;14169;Zehlendorf;"Charlottenburger Straße";19;R0301;"Tilia cordata 'Greenspire'";2020
3121;14169;Zehlendorf;Eisvogelweg;6;L0047;"Crataegus x lavallei 'Carrierei'";2022
3124;14169;Zehlendorf;Eisvogelweg;8;L0053;"Crataegus x lavallei 'Carrierei'";2022
3127;14169;Zehlendorf;"Ersteiner Straße";2;R0020;"Acer campestre";2021
3130;14169;Zehlendorf;"Ersteiner Straße";6;R0048;"Tilia cordata 'Rancho'";2021
3133;14169;Zehlendorf;"Ersteiner Straße";14;R0096;"Magnolia kobus";2021
3136;14169;Zehlendorf;"Ersteiner Straße";18;R0118;"Tilia cordata 'Rancho'";2021
3139;14169;Zehlendorf;"Ersteiner Straße";24;R0139;"Magnolia kobus";2021
3142;14169;Zehlendorf;"Ersteiner Straße";28;R0160;"Acer campestre";2021
3145;14169;Zehlendorf;"Ersteiner Straße";30;R0200;"Tilia cordata 'Rancho'";2021
3148;14169;Zehlendorf;"Ersteiner Straße";"10. Dez";R0074;"Acer campestre";2021
3151;14169;Zehlendorf;"Ersteiner Straße";38/40;R0250;"Acer campestre";2021
3154;14169;Zehlendorf;Hochsitzweg;81;L0181;"Betula pendula";2020
3157;14169;Zehlendorf;Hochsitzweg;135;L0342;"Liquidambar styraciflua 'Moraine'";2021
3160;14169;Zehlendorf;Hochsitzweg;161;L0418;"Liquidambar styraciflua 'Moraine'";2021
3163;14169;Zehlendorf;Hochsitzweg;71/73;L0159;"Liquidambar styraciflua 'Moraine'";2021
3166;14169;Zehlendorf;"Im Gestell";"neben Riemeister 111";L0179;"Acer campestre 'Elsrijk'";2022
3169;14169;Zehlendorf;"Im Gestell";;L0140;"Acer campestre 'Elsrijk'";2022
3172;14169;Zehlendorf;"Im Gestell";;L0168;"Acer campestre 'Elsrijk'";2022
3175;14169;Zehlendorf;Juttastraße;6;R0052;"Corylus colurna";2022
3178;14169;Zehlendorf;Juttastraße;9;L0120;"Corylus colurna";2022
3181;14169;Zehlendorf;Juttastraße;15;L0144;"Corylus colurna";2022
3184;14169;Zehlendorf;Juttastraße;18;R0169;"Corylus colurna";2022
3187;14169;Zehlendorf;Juttastraße;18;R0183;"Corylus colurna";2022
3190;14169;Zehlendorf;Juttastraße;19;L0181;"Corylus colurna";2022
3193;14169;Zehlendorf;Onkel-Tom-Straße;14;L0180;"Tilia cordata 'Greenspire'";2020
3196;14169;Zehlendorf;Riemeisterstraße;57;R0958;"Fagus sylvatica";2022
3199;14169;Zehlendorf;Riemeisterstraße;85;R1055;"Fagus sylvatica";2022
3202;14169;Zehlendorf;Riemeisterstraße;112;L1122;"Fagus sylvatica";2022
3205;14169;Zehlendorf;Riemeisterstraße;112;L1142;"Fagus sylvatica";2022
3208;14169;Zehlendorf;Riemeisterstraße;122;L1236;"Fagus sylvatica";2022
3211;14169;Zehlendorf;Riemeisterstraße;133;R1546;"Fagus sylvatica";2022
3214;14169;Zehlendorf;Riemeisterstraße;162;L1699;"Fagus sylvatica";2022
3217;14169;Zehlendorf;Riemeisterstraße;185;R1787;"Fagus sylvatica";2022
3220;14169;Zehlendorf;"Schlettstadter Straße";69;L0646;"Sorbus aria";2021
3223;14169;Zehlendorf;Schützallee;51;R0805;"Tilia cordata 'Rancho'";2022
3226;14169;Zehlendorf;Seehofstraße;9;R0145;"Tilia cordata 'Greenspire'";2022
3229;14169;Zehlendorf;Seehofstraße;27;R0564;"Ulmus Resista (R) 'New Horizon'";2022
3232;14169;Zehlendorf;Seehofstraße;31;R0620;"Ulmus Resista (R) 'New Horizon'";2022
3235;14169;Zehlendorf;Seehofstraße;64;L0957;"Ulmus Resista (R) 'New Horizon'";2022
3238;14169;Zehlendorf;Seehofstraße;103;R1573;"Aesculus glabra";2022
3241;14169;Zehlendorf;Seehofstraße;128;L1818;"Aesculus glabra";2022
3244;14169;Zehlendorf;Seehofstraße;129;R1821;"Aesculus glabra";2022
3247;14169;Zehlendorf;Seehofstraße;144;L2013;"Aesculus carnea 'Briotii'";2022
3250;14169;Zehlendorf;Seehofstraße;21a;R0419;"Tilia cordata 'Greenspire'";2022
3253;14169;Zehlendorf;Seehofstraße;60a;L0880;"Ulmus Resista (R) 'New Horizon'";2022
3256;14169;Zehlendorf;Seehofstraße;"70 neben";L1012;"Ulmus Resista (R) 'New Horizon'";2022
3259;14169;Zehlendorf;Seehofstraße;"71 neben";R1135;"Ulmus Resista (R) 'New Horizon'";2022
3262;14169;Zehlendorf;Seehofstraße;"Ecke Dahlemer Weg";R1509;"Aesculus glabra";2022
3265;14169;Zehlendorf;Seehofstraße;"ggü 9";L0139;"Tilia cordata 'Greenspire'";2022
3268;14169;Zehlendorf;Waldhüterpfad;2;L0031;"Robinia pseudoacacia 'Casque Rouge'";2022
3271;14169;Zehlendorf;Waldhüterpfad;5;R0046;"Robinia pseudoacacia 'Sandraudiga'";2020
3274;14169;Zehlendorf;Waldhüterpfad;10;L0059;"Robinia pseudoacacia 'Casque Rouge'";2022
3277;14169;Zehlendorf;Waldhüterpfad;19;R0082;"Robinia pseudoacacia 'Casque Rouge'";2021
3280;14169;Zehlendorf;Waldhüterpfad;76;L0226;"Robinia pseudoacacia 'Casque Rouge'";2022
3283;14169;Zehlendorf;Waldhüterpfad;"04. Jun";L0044;"Robinia pseudoacacia 'Sandraudiga'";2020
3286;14169;Zehlendorf;Waldhüterpfad;"neben 1";R0013;"Robinia pseudoacacia 'Casque Rouge'";2021
3289;14169;Zehlendorf;Winfriedstraße;1;L0076;"Prunus avium 'Plena'";2022
3292;14169;Zehlendorf;Winfriedstraße;25;L0302;"Prunus avium 'Plena'";2022
3295;14169;Zehlendorf;Winfriedstraße;34;R0346;"Prunus avium 'Plena'";2022
3298;14169;Zehlendorf;Winfriedstraße;41;L0415;"Liquidambar styraciflua 'Worplesdon'";2022
3301;14169;Zehlendorf;Winfriedstraße;45;L0448;"Liquidambar styraciflua 'Worplesdon'";2022
3304;14169;Zehlendorf;Winfriedstraße;41974;R0153;"Prunus avium 'Plena'";2022
3307;14169;Zehlendorf;Winfriedstraße;26-18;R0190;"Prunus avium 'Plena'";2022
3310;14169;Zehlendorf;Winfriedstraße;26-18;R0217;"Prunus avium 'Plena'";2022
3313;14169;Zehlendorf;Winfriedstraße;26-18;R0224;"Prunus avium 'Plena'";2022
3316;14169;Zehlendorf;Winfriedstraße;36-28;R0303;"Prunus avium 'Plena'";2022
3319;14169;Zehlendorf;Winfriedstraße;36-28;R0329;"Prunus avium 'Plena'";2022
3322;14195;Zehlendorf;Clayallee;170;L2044;"Quercus rubra";2021
3325;14195;Zehlendorf;Clayallee;170;R2078;"Quercus rubra";2021
